X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
P,X,X,X,X
X,P,X,X,X
X,X,X,X,P
X,X,X,X,X
X,X,X,X,X
X,P,X,X,X
X,P,X,X,X
X,X,X,P,X
X,X,X,P,X
X,X,P,X,X
X,X,P,X,X
X,X,X,X,X
X,X,X,P,X
X,X,X,P,X
P,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
P,X,X,X,X
P,X,X,X,X
P,X,X,X,P
X,X,X,X,P
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,P,X,X,X
X,P,X,X,X
X,X,X,X,X
X,X,X,P,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,P
X,X,X,X,P
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,P,X
X,X,X,X,X
X,X,X,X,P
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,P,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,P,P,X,X
X,X,P,X,P
P,X,X,X,P
X,X,X,X,P
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,P,X,X,X
X,P,X,X,X
X,P,X,X,X
X,X,X,X,X
X,X,X,X,X
X,P,X,X,X
X,X,X,X,X
X,X,X,X,X
P,X,X,X,X
P,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
X,X,X,X,X
